Class,rico:identifier,rico:hasRecordSetType,rico:title,rico:descriptiveNote,rico:dateInterv,rico:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition
rico:Record,F4.6.2/92,,,"Facture de Mademoiselle Richard, épicerie fine, 14, rue de Tournon, Annonay à Augustin Seguin, Annonay (94,2 francs)",,1896-12-08,,"Mademoiselle Richard, épicerie fine, 14, rue de Tournon, Annonay",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/93,,,"Facture de Vaganay, graveur, galerie de l'Hotel dieu, Lyon à Augustin Seguin, Varagnes (5 francs)",,1896-12-10,,"Vaganay, graveur, galerie de l'Hotel dieu, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/94,,,"Facture de A. Franchiset, grand salon de coiffure continental, 62, rue de la République, Lyon à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (12,75 francs)",,1896-12-11,,"A. Franchiset, grand salon de coiffure continental, 62, rue de la République, Lyon",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/95,,,"Facture de Aux docks de la cordonnerie, 52, rue de la République, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (54,75 francs)",1896-12-13/1896-12-28,,,"Aux docks de la cordonnerie, 52, rue de la République, Lyon",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/96,,,"Facture de Maison A. Chanite, mercerie, chemiserie et ganterie, 2, place Carnot à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (106,6 francs)",,1896-12-14,,"Maison A. Chanite, mercerie, chemiserie et ganterie, 2, place Carnot",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/97,,,"Facture de A. Badieu, épicerie parisienne,70, rue de l'Hotel de ville à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (6,25 francs)",,1896-12-14,,"A. Badieu, épicerie parisienne,70, rue de l'Hotel de ville",REFPERS0025,,,F4.6.2,,
rico:Record,F4.6.2/98,,,"Facture de A. Badieu, épicerie parisienne,70, rue de l'Hotel de ville à Augustin Seguin, 2, Place Carnot, Lyon (62,5 francs, envoi de confiseries à Emmanuel Consiglieri, 4, via Nino Bixio à Gènes)",,1896-12-16,,"A. Badieu, épicerie parisienne,70, rue de l'Hotel de ville",REFPERS0017,,,F4.6.2,,
rico:Record,F4.6.2/99,,,"Facture de Joannès Rouche, fabrique de parapluies et ombrelles, 55, place de la République, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (30 francs)",,1896-12-16,,"Joannès Rouche, fabrique de parapluies et ombrelles, 55, place de la République, Lyon",REFPERS0017,,,F4.6.2,,
rico:RecordSet,F5,Sous-série d'archives,,Factures d'Augustin Seguin 1897-1901,1894/1902,,,,,,,F4-F6,Bureau de Marc Seguin,
rico:RecordSet,F5.1,Dossier d'archives,,Factures de 1897 (1),1894/1898,,,,,,,F5,,
rico:RecordSet,F5.1.1,Sous-dossier d'archives,,Loyers,,1897,,,,,,F5.1,,
rico:Record,F5.1.1/1,,,"Reçu de paiement de Bureau de l'enregistrement, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (39,65 francs, pour droits d'enregistrement dus à la raison de la déclaration de la location verbale d'immeubles situés au 2, place Carnot)",,1897-03-04,,"Bureau de l'enregistrement, Lyon",REFPERS0017,,,F5.1.1,,
rico:Record,F5.1.1/2,,,"Reçu de paiement de Villa des Roses, Brides-les-Bains à Augustin Seguin (2000 francs, pour la location de la villa des Roses en juillet 1897)",,1897-07-30,,"Villa des Roses, Brides-les-Bains",REFPERS0017,,,F5.1.1,,
rico:Record,F5.1.1/3,,,"Quittance de J. Montaland, régie d'immeuble, 33 place Bellecour à Augustin Seguin, 2, place Perrache, Lyon (2522,35 francs, pour le montant du semestre échu des locaux qu'il occupe dans la maison située au 2, place Perrache)",,1897-12-24,,"J. Montaland, régie d'immeuble, 33 place Bellecour",REFPERS0017,,,F5.1.1,,
rico:Record,F5.1.1/4,,,"Quittance de J. Montaland, régie d'immeuble, 33 place Bellecour à Augustin Seguin, 2, place Perrache, Lyon (125,75 francs, pour le montant du semestre échu d'un local qu'il occupe dans la maison située au 2, place Perrache)",,1897-12-24,,"J. Montaland, régie d'immeuble, 33 place Bellecour",REFPERS0017,,,F5.1.1,,
rico:RecordSet,F5.1.10,Sous-dossier d'archives,,"Arts, lettres, instrumentation",1897/1898,,,,,,,F5.1,,
rico:Record,F5.1.10/1,,,"Facture de Pathé frères, compagnie générale de cinématographes, phonographes et pellicules, Paris à Augustin Seguin (ingénieur), 2, Place Carnot, Lyon (19 francs, achat de 5 cylindres enregistrés)",,1897-01-15,,"Pathé frères, compagnie générale de cinématographes, phonographes et pellicules, Paris",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/10,,,"Facture de Bernoux et Cumin, Librairie à Augustin Seguin (4,5 francs)",,1897-06-30,,"Bernoux et Cumin, Librairie",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/11,,,"Facture de E. Clot fils et Cie, musique, piano, orgues, Lyon à Pauline Seguin, née Consiglieri (6,2 francs)",,1897-06-30,,"E. Clot fils et Cie, musique, piano, orgues, Lyon",REFPERS0025,,,F5.1.10,,
rico:Record,F5.1.10/12,,,"Facture de Devaux et Daclin, construction spéciale d'instruments de précision, 18, quai de Vaise, Lyon à Augustin Seguin, Lyon (19,35 francs, achat d'un manomètre)",,1897-06-30,,"Devaux et Daclin, construction spéciale d'instruments de précision, 18, quai de Vaise, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/13,,,"Facture de Jacques Garcin, photographe, 50, rue Childebert, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (42,4 francs, achat d'épreuves)",,1897-06-30,,"Jacques Garcin, photographe, 50, rue Childebert, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/14,,,"Facture de J.B. Carpentier, fabrique d'ébénisterie et fournitures généralesn pour la photographie, 16bis, rue Gasparin, lyon à Augustin Seguin, Chalet des roses, Brides les Bains (15,6 francs, achat de plaques, de produits chimiques pour la photographie, de pochettes)",,1897-07-04,,"J.B. Carpentier, fabrique d'ébénisterie et fournitures généralesn pour la photographie, 16bis, rue Gasparin, lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/15,,,"Facture de L. Thomas, fabrique d'instruments de mathématiques à Marc Seguin, 2, Place Carnot, Lyon (50,85 francs, achat de pochettes Maillechart)",,1897-07-10,,"L. Thomas, fabrique d'instruments de mathématiques",REFPERS0029,,,F5.1.10,,
rico:Record,F5.1.10/16,,,"Facture de Bellingard, place Meissonnier, Lyon à Augustin Seguin (286 francs, achat de cartes visite, d'album)",,1897-07-20,,"Bellingard, place Meissonnier, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/17,,,"Facture de Pathé frères, compagnie générale de cinématographes, phonographes et pellicules, Paris à Augustin Seguin (241 francs, achat d'un grand pavillon avec pied et d'un outil à raboter)",,1897-08-07,,"Pathé frères, compagnie générale de cinématographes, phonographes et pellicules, Paris",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/18,,,"Facture de Oudot-Arban, artificier de la ville, 11, boulevard Pommerol, Lyon à Joseph Seguin, Hôtel d'Angleterre (40 francs, achat de 12 fusées volantes couleur, de fusées marquise parachute, de flammes de bengale, de lances de feu et d'un soleil rose italienne)",,1897-08-27,,"Oudot-Arban, artificier de la ville, 11, boulevard Pommerol, Lyon",REFPERS0031,,,F5.1.10,,
rico:Record,F5.1.10/19,,,"Facture de Maison Alvergniat frères, Victor Chabaud, constructeur d'instruments de physique et chimie, 6, 10, 12 rue de la Sorbonne, Paris à Augustin Seguin (37,65 francs, achat d'un tube Colardeau)",,1897-09-03,,"Maison Alvergniat frères, Victor Chabaud, constructeur d'instruments de physique et chimie, 6, 10, 12 rue de la Sorbonne, Paris",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/2,,,"Facture de Auguste Cote, libraire, 8, place Bellecour à B. Magnien, 38, rue Sala, relieur (34,1 francs)",,1897-03-08,,"Auguste Cote, libraire, 8, place Bellecour",,"B. Magnien, 38, rue Sala, relieur",,F5.1.10,,
rico:Record,F5.1.10/20,,,"Facture de Pathé frères, compagnie générale de cinématographes, phonographes et pellicules, Paris à Augustin Seguin (45,2 francs, achat de 4 verres de diaphragme et d'un saphir raboteur)",,1897-09-04,,"Pathé frères, compagnie générale de cinématographes, phonographes et pellicules, Paris",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/21,,,"Facture de A. Favier neveux, manufacture d'orfèvrerie et bronzes d'église, 1, rue de l'archevéché, Lyon à Augustin Seguin (49,05 francs, achat de 2 auréoles dorées)",,1897-09-07,,"A. Favier neveux, manufacture d'orfèvrerie et bronzes d'église, 1, rue de l'archevéché, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/22,,,"Facture de Montgolfier frères, manufacture de papiers mécanique et à la main, Grosberty-lès-Annonay à Augustin Seguin, Varagnes (3,75 francs, achat de papier blanc sulfurisé et de pelure végétale à calquer)",,1897-09-08,,"Montgolfier frères, manufacture de papiers mécanique et à la main, Grosberty-lès-Annonay",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/23,,,"Facture de Radiguet, optique médicale, mathématiques, électricité, 15, boulevard des filles du calvaire, Paris à Augustin Seguin, Varagnes (139,4 francs, achat d'un condensateur et d'un relais sur cuivre)",,1897-09-13,,"Radiguet, optique médicale, mathématiques, électricité, 15, boulevard des filles du calvaire, Paris",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/24,,,"Facture / Mandat de Vve Émile Doué, manège vélocipédique, ateliers entrepôts, 32, quai Perrache à Augustin Seguin, 2, Place Carnot, Lyon (50 (500?) francs, achat d'un tandem La Française)",,1897-09-25,,"Vve Émile Doué, manège vélocipédique, ateliers entrepôts, 32, quai Perrache",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/25,,,"Facture de Bernoux et Cumin, Librairie à Augustin Seguin (56 francs)",1897-09-30/1897-12-31,,,"Bernoux et Cumin, Librairie",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/26,,,"Reçu de paiement de Radiguet, optique médicale, mathématiques, électricité, 15, boulevard des filles du calvaire, Paris à Augustin Seguin, Hôtel des princes, Vichy (139,4 francs)",,1897-10-16,,"Radiguet, optique médicale, mathématiques, électricité, 15, boulevard des filles du calvaire, Paris",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/27,,,"Facture de Librairie générale Henri Georg, 36-38, passage de l'Hôtel-Dieu, Lyon à Augustin Seguin (202,26 francs, achat des livres ""Chmie"" de Gauthier et ""Cours de physique"" en 4 volumes de Jamin)",,1897-11-04,,"Librairie générale Henri Georg, 36-38, passage de l'Hôtel-Dieu, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/28,,,"Facture de Revue géographique internationale, 76, rue de la Pompe, Paris à Augustin Seguin, 2, Place Carnot, Lyon (12 francs, pour abonnement d'un an d'octobre 1897 à octobre 1898)",,1897-11-06,,"Revue géographique internationale, 76, rue de la Pompe, Paris",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/29,,,"Facture de Antoine Fournier, articles pour la peinture et le dessin, 45, rue de la République, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (16 francs, pour achat de photographies)",,1897-11-12,,"Antoine Fournier, articles pour la peinture et le dessin, 45, rue de la République, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/3,,,"Facture de B. Magnin, 58, rue Sala, atelier de reliure et dorure à Augustin Seguin (122,1 francs)",,1897-03-20,,"B. Magnin, 58, rue Sala, atelier de reliure et dorure",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/30,,,"Facture de L. M. Goudon, spécialité de dessins coloriés sur canevas, 20, rue Saint-Hélène, Lyon à Augustin Seguin (320 francs, achat de façon ajouture et apprêt de 2 bandes, fait finir l'écran la France et fait finir un fauteuil Henri II)",1897-12-10/1897-12-16,,,"L. M. Goudon, spécialité de dessins coloriés sur canevas, 20, rue Saint-Hélène, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/31,,,"Facture de J-M Guyot, 4, rue st-Dominique, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (14,5 francs, achat d'une boîte de couleurs à aquarelle)",1897-12-17/1897-12-30,,,"J-M Guyot, 4, rue st-Dominique, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/32,,,"Facture de J-M Guyot, 4, rue st-Dominique, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (14,5 francs, achat d'une boîte garnie pour peinture à l'huile et d'un album)",1897-12-24/1897-12-30,,,"J-M Guyot, 4, rue st-Dominique, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/33,,,"Facture de Bernoux et Cumin, Librairie à Augustin Seguin (65 francs)",,1897-12-28,,"Bernoux et Cumin, Librairie",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/34,,,"Reçu de paiement de Henri Georg, librairie des facultés de lyon, 65, rue de la République, Lyon à Augustin Seguin (202,2 francs)",,1897-12-29,,"Henri Georg, librairie des facultés de lyon, 65, rue de la République, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/35,,,"Facture de E. Clot fils et Cie, musique, piano, orgues, Lyon à Pauline Seguin, née Consiglieri, 2, Place Carnot, Lyon (13,7 francs)",,1897-12-31,,"E. Clot fils et Cie, musique, piano, orgues, Lyon",REFPERS0025,,,F5.1.10,,
rico:Record,F5.1.10/36,,,"Facture de J.B. Carpentier, fabrique d'ébénisterie et fournitures généralesn pour la photographie, 16bis, rue Gasparin, lyon à Ed. Seguin, 2, Place Carnot, Lyon (25 francs, achat d'un obturateur express 9x12, d'une rondelle avec bague, d'une lanterne verres vert et jaune)",,1897-12-31,,"J.B. Carpentier, fabrique d'ébénisterie et fournitures généralesn pour la photographie, 16bis, rue Gasparin, lyon",,Ed. Seguin,,F5.1.10,,
rico:Record,F5.1.10/37,,,"Facture de Bernoux et Cumin, Librairie à Augustin Seguin (217,5 francs)",1897-12-31/1898-02-07,,,"Bernoux et Cumin, Librairie",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/38,,,"Facture de Th. Probst, piano et harmonium, 11, rue Constantine, Lyon à Pauline Seguin, née Consiglieri, Varagnes (40 francs, pour accord de 2 pianos dont un difficile et rare)",1897-12-31/1898-02-07,,,"Th. Probst, piano et harmonium, 11, rue Constantine, Lyon",REFPERS0025,,,F5.1.10,,
rico:Record,F5.1.10/39,,,"Facture de P. Dellevaux, papeterie de la rue de la Barre, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (11,25 francs)",,1897-12-01,,"P. Dellevaux, papeterie de la rue de la Barre, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/4,,,"Facture de David et Courtinat, 32, rue de la République, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (335,75 francs)",,1897-03-31,,"David et Courtinat, 32, rue de la République, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/40,,,"Facture de J-M Guyot, 4, rue st-Dominique, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (75,1 francs)",,1897-12-31,,"J-M Guyot, 4, rue st-Dominique, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/41,,,"Facture de J. Bénévolo, ingénieur opticien, 48, rue de la République, Lyon à Augustin Seguin, 2, Place Carnot, Lyon (643,25 francs)",,1897-12-31,,"J. Bénévolo, ingénieur opticien, 48, rue de la République, Lyon",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/5,,,"Facture de D. Paillet, fabrique d'articles de Dévotion, 7, place des Jacobins, lyon à Pauline Seguin, née Consiglieri (51,5 francs, achat d'une statue de Vierge, d'une gravure, d'une médaille et d'une chaîne)",,1897-03,,"D. Paillet, fabrique d'articles de Dévotion, 7, place des Jacobins, lyon",REFPERS0025,,,F5.1.10,,
rico:Record,F5.1.10/6,,,"Facture de Vve F. Hocheid, sculpture, 9, rue Van Damme, Paris à Augustin Seguin (11,65 francs, envoi de terre par le train)",,1897-04-01,,"Vve F. Hocheid, sculpture, 9, rue Van Damme, Paris",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/7,,,"Reçu de paiement de P. Gonnella, atelier de moulages en tous genres à Augustin Seguin (500 francs, pour exécution de moulages faits en 1897)",,1897-04-16,,"P. Gonnella, atelier de moulages en tous genres",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/8,,,"Facture de Phonograph Edison, Pathé frères, Paris à Augustin Seguin (135 francs, achat de 30 cylindres enregistrés)",,1897-06-25,,"Phonograph Edison, Pathé frères, Paris",REFPERS0017,,,F5.1.10,,
rico:Record,F5.1.10/9,,,"Facture de L. et A. Boulade frères, fabrique d'instruments de précision, 2, rue Gasparin à Augustin Seguin (88,3 francs, achat de plaques et de produits chmiques photographiques)",,1897-06-25,,"L. et A. Boulade frères, fabrique d'instruments de précision, 2, rue Gasparin",REFPERS0017,,,F5.1.10,,
rico:RecordSet,F5.1.11,Sous-dossier d'archives,,Comptes et manuscrits,,1897,,,,,,F5.1,,
rico:Record,F5.1.11/1,,,"Facture de Jean Patouillard à Augustin Seguin, Varagnes (91,5 francs)",1897-06-01/1897-09-06,,,Jean Patouillard,REFPERS0017,,,F5.1.11,,
rico:Record,F5.1.11/10,,,Facture de Compte pour l'entretien d'une montre (? francs),,1897-03-11,,Compte pour l'entretien d'une montre,,,,F5.1.11,,
rico:Record,F5.1.11/2,,,Récépissé à Augustin Seguin (récépissé à l'expéditeur),,1897-07-12,,,REFPERS0017,,,F5.1.11,,
rico:Record,F5.1.11/3,,,"Facture de [Une domestique des Seguin ?] à Augustin et Madame Seguin (606,8 / 514,25 / 344,15 francs, note des dépenses depuis le 17 avril 1897 / Note d'argent reçu de M. et de Madame Seguin / [Diverses dépenses])",,1897-04,,,REFPERS0017;REFPERS0025,,,F5.1.11,,
rico:Record,F5.1.11/4,,,"Reçu de paiement à Augustin Seguin, Varagnes (1000 francs)",,1897-09-30,,,REFPERS0017,,,F5.1.11,,
rico:Record,F5.1.11/5,,,"Comptes de [Une domestique des Seguin ?] à Pauline Seguin, née Consiglieri (135,4 francs, dépenses pour le dîner du 23 octobre 1897)",,1897-10-23,,,REFPERS0025,,,F5.1.11,,
rico:Record,F5.1.11/6,,,"Facture de Bouniol à Augustin Seguin (57,1 francs, pour journées de travail, kilos de pointe, kilos de graines et bordure pour tapis)",,1897-07,,Bouniol,REFPERS0017,,,F5.1.11,,
rico:Record,F5.1.11/7,,,"Facture de Bouniol à Augustin Seguin (12,6 francs, pour deux journées de travail)",,1897-12-31,,Bouniol,REFPERS0017,,,F5.1.11,,
rico:Record,F5.1.11/8,,,Comptes de Augustin Seguin (comptes généraux de la famille),,1897-03-11,,Augustin Seguin,,,,F5.1.11,,
rico:Record,F5.1.11/9,,,"Facture de Bouniol à Augustin Seguin (19,9 francs, pour divers travaux)",,1897-03-11,,Bouniol,REFPERS0017,,,F5.1.11,,
rico:RecordSet,F5.1.2,Sous-dossier d'archives,,Événements,,1897,,,,,,F5.1,,
rico:Record,F5.1.2/1,,,"Lettre de Le Président du Comité départemental, député du Rhône, de l'exposition universelle de 1900 à Augustin Seguin (ingénieur, membre du Comité départemental du Rhône), Lyon ()",,1897-05-01,,"Le Président du Comité départemental, député du Rhône, de l'exposition universelle de 1900",REFPERS0017,,,F5.1.2,,
rico:Record,F5.1.2/2,,,"Lettre de François Seguin, imprimerie et librairie à Augustin Seguin (ingénieur), Varagnes ()",,1897-05-04,,"François Seguin, imprimerie et librairie",REFPERS0017,,,F5.1.2,,
rico:RecordSet,F5.1.3,Sous-dossier d'archives,,Impôts,,1897,,,,,,F5.1,,
rico:Record,F5.1.3/1,,,"Facture de Contributions foncière, personnelle-mobilière et des portes et fenêtres, département de la Seine inférieure, arrondissement de Dieppe, commune de Varengeville à Augustin Seguin, 2, Place Carnot, Lyon (0,79 francs)",,1897-01-05,,"Contributions foncière, personnelle-mobilière et des portes et fenêtres, département de la Seine inférieure, arrondissement de Dieppe, commune de Varengeville",REFPERS0017,,,F5.1.3,,
rico:Record,F5.1.3/2,,,"Facture de Contributions directes et taxes communales assimilées, département du Rhône, arrondissement de Lyon, quartier de Perrache à Augustin Seguin, 2, Place Carnot, Lyon ([313,2 = 626,65-313,45] francs, sommation avec frais due à un retard de paiement d'Augustin Seguin)",,1897-01-15,,"Contributions directes et taxes communales assimilées, département du Rhône, arrondissement de Lyon, quartier de Perrache",REFPERS0017,,,F5.1.3,,
rico:Record,F5.1.3/3,,,"Facture de Contributions personnelle-mobilière et des patentes, département du Rhône, arrondissement de Lyon, quartier de Perrache à Augustin Seguin, 2, Place Carnot, Lyon (630,18 francs)",,1897-02-28,,"Contributions personnelle-mobilière et des patentes, département du Rhône, arrondissement de Lyon, quartier de Perrache",REFPERS0017,,,F5.1.3,,
rico:Record,F5.1.3/4,,,"Facture / Reçu de paiement de Contribution sur les voitures, chevaux, mules et mulets, département du Rhône, arrondissement de Lyon, quartier de Perrache à Augustin Seguin, 2, Place Carnot, Lyon (43,33 francs, pour 4 vélocipèdes déclarés)",,1897-05-09,,"Contribution sur les voitures, chevaux, mules et mulets, département du Rhône, arrondissement de Lyon, quartier de Perrache",REFPERS0017,,,F5.1.3,,
rico:Record,F5.1.3/5,,,"Facture de Contribution sur les voitures, chevaux, mules et mulets, département de l'Ardèche, commune d'Annonay à Augustin Seguin, Varagnes (122,9 francs, pour 4 voitures et 1 attelage)",,1897-05-09,,"Contribution sur les voitures, chevaux, mules et mulets, département de l'Ardèche, commune d'Annonay",REFPERS0017,,,F5.1.3,,
